FY	SN	MODEL	DEST	CHASSIS	LCD PANEL	LCD_LABEL	LCD_VENDOR	INVERTER/LD	I_LABEL/LD_LABEL	TCON	T_LABEL	MAIN BOARD	M_LABEL	PSU	PSU_LABEL	REMOTE COMMANDER	REMOTE COMMANDER_LABEL
FY08	All	KDL-26E4000		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4000		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4020		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4020		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4030		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4030		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4050		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26E4050		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077821	RM-ED011W
FY08	All	KDL-26V4500		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077811	RM-ED011
FY08	All	KDL-26V4500		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077811	RM-ED011
FY08	All	KDL-26V4710		EG1L	180261311	T260XW02	AUO	185707011	19.26T02.002	NA		A1556412A	BE1	147409611	G1D	148077811	RM-ED011
FY08	All	KDL-26V4710		EG1L	180275411	T260XW02VM	AUO	185720711	19.26T02.004	NA		A1556412A	BE1	147409611	G1D	148077811	RM-ED011
FY08	All	KDL-32E4000		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4000		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4020		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4020		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4030		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4030		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4050		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32E4050		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077821	RM-ED011W
FY08	All	KDL-32V4500		EG1L	180264912	LTZ320AA01	S-LCD	185710911	LJ97-01564A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4500		EG1L	180280321	LTZ320AA03	S-LCD	185726711	LJ97-01867A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4500		EG1L	180293291	LTY320AP01	S-LCD	NA		185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4710		EG1L	180264912	LTZ320AA01	S-LCD	185710911	LJ97-01564A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4710		EG1L	180280321	LTZ320AA03	S-LCD	185726711	LJ97-01867A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4710		EG1L	180293291	LTY320AP01	S-LCD	NA		185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4720		EG1L	180264912	LTZ320AA01	S-LCD	185710911	LJ97-01564A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4720		EG1L	180280321	LTZ320AA03	S-LCD	185726711	LJ97-01867A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4720		EG1L	180293291	LTY320AP01	S-LCD	NA		185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4730		EG1L	180264912	LTZ320AA01	S-LCD	185710911	LJ97-01564A	185712712	LJ9402178K	A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4730		EG1L	180280321	LTZ320AA03	S-LCD	185726711	LJ97-01867A	NA		A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32V4730		EG1L	180293291	LTY320AP01	S-LCD	NA		NA		A1556412A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4000		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4000		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4210		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4210		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4220		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4220		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4230		EG1L	180264811	LTY320HA01	S-LCD	185704511	LJ97-01565A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-32W4230		EG1L	180280111	LTY320HA02	S-LCD	185726711	LJ97-01867A	185704111	LJ9402217J	A1556411A	BE1	147409911	G1D	148077811	RM-ED011
FY08	All	KDL-37V4500		EG1L	180262211	T370XW02	AUO	185709711	19.37T03.003	NA		A1556412A	BE1	147409511	G2D	148077811	RM-ED011
FY08	All	KDL-37V4500		EG1L	180275311	T370XW02VC	AUO	185721111	19.37T03.005	NA		A1556412A	BE1	147409511	G2D	148077811	RM-ED011
FY08	All	KDL-37V4710		EG1L	180262211	T370XW02	AUO	185709711	19.37T03.003	NA		A1556412A	BE1	147409511	G2D	148077811	RM-ED011
FY08	All	KDL-37V4710		EG1L	180275311	T370XW02VC	AUO	185721111	19.37T03.005	NA		A1556412A	BE1	147409511	G2D	148077811	RM-ED011
FY08	All	KDL-40E4000		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4000		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4020		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4020		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4030		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4030		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4050		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077821	RM-ED011W
FY08	All	KDL-40E4050		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077821	RM-ED011W
FY08	All	KDL-40W4000		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4000		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4210		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4210		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4220		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4220		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4230		EG1L	180266411	LTY[Z]400HA05	S-LCD	185704611	LJ97-01577A	185704211	LJ9402297D	A1544103A	BE1	A1548233A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4230		EG1L	180279611	LTY400HA10	S-LCD	185725011	LJ97-01857A	185723911	LJ9402501F	A1544103A	BE1	A1556762A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4000		EG1L	180266311	LTY[Z]460HB02	S-LCD	185704711	LJ97-01578A	NA		A1544103A	BE1	A1548234A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4000		EG1L	180279511	LTY460HB09	S-LCD	185726911	LJ97-01848A	NA		A1544103A	BE1	A1556763A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4210		EG1L	180266311	LTY[Z]460HB02	S-LCD	185704711	LJ97-01578A	NA		A1544103A	BE1	A1548234A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4210		EG1L	180279511	LTY460HB09	S-LCD	185726911	LJ97-01848A	NA		A1544103A	BE1	A1556763A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4220		EG1L	180266311	LTY[Z]460HB02	S-LCD	185704711	LJ97-01578A	NA		A1544103A	BE1	A1548234A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4220		EG1L	180279511	LTY460HB09	S-LCD	185726911	LJ97-01848A	NA		A1544103A	BE1	A1556763A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4230		EG1L	180266311	LTY[Z]460HB02	S-LCD	185704711	LJ97-01578A	NA		A1544103A	BE1	A1548234A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4230		EG1L	180279511	LTY460HB09	S-LCD	185726911	LJ97-01848A	NA		A1544103A	BE1	A1556763A	IP5	148077811	RM-ED011
FY08	All	KDL-52W4000		EG1L	180266211	LTY[Z]520HB07	S-LCD	185704811	LJ97-01572A (LU)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4000		EG1L	180266211	LTY[Z]520HB07	S-LCD	185704911	LJ97-01573A (LL)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4000		EG1L	180266211	LTY[Z]520HB07	S-LCD	185705011	LJ97-01574A (RU)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4000		EG1L	180266211	LTY[Z]520HB07	S-LCD	185705111	LJ97-01575A (RL)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4210		EG1L	180266211	LTY[Z]520HB07	S-LCD	185704811	LJ97-01572A (LU)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4210		EG1L	180266211	LTY[Z]520HB07	S-LCD	185704911	LJ97-01573A (LL)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4210		EG1L	180266211	LTY[Z]520HB07	S-LCD	185705011	LJ97-01574A (RU)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-52W4210		EG1L	180266211	LTY[Z]520HB07	S-LCD	185705111	LJ97-01575A (RL)	NA		A1544103A	BE1	A1545447A	G5	148077811	RM-ED011
FY08	All	KDL-40W4500		EG1L_100Hz	180277811	LTY[Z]400HC02	S-LCD	185704612	LJ97-01577B	185723511	LJ9402389F	A1557327A	BGE	A1557556A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4710		EG1L_100Hz	180277811	LTY[Z]400HC02	S-LCD	185704612	LJ97-01577B	185723511	LJ9402389F	A1557327A	BGE	A1557556A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4720		EG1L_100Hz	180277811	LTY[Z]400HC02	S-LCD	185704612	LJ97-01577B	185723511	LJ9402389F	A1557327A	BGE	A1557556A	IP5	148077811	RM-ED011
FY08	All	KDL-40W4730		EG1L_100Hz	180277811	LTY[Z]400HC02	S-LCD	185704612	LJ97-01577B	185723511	LJ9402389F	A1557327A	BGE	A1557556A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4500		EG1L_100Hz	180277711	LTY[Z]460HE02	S-LCD	185704711	LJ97-01578A	185723612	LJ9402380H	A1557327A	BGE	A1557559A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4710		EG1L_100Hz	180277711	LTY[Z]460HE02	S-LCD	185704711	LJ97-01578A	185723612	LJ9402380H	A1557327A	BGE	A1557559A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4720		EG1L_100Hz	180277711	LTY[Z]460HE02	S-LCD	185704711	LJ97-01578A	185723612	LJ9402380H	A1557327A	BGE	A1557559A	IP5	148077811	RM-ED011
FY08	All	KDL-46W4730		EG1L_100Hz	180277711	LTY[Z]460HE02	S-LCD	185704711	LJ97-01578A	185723612	LJ9402380H	A1557327A	BGE	A1557559A	IP5	148077811	RM-ED011
FY08	All	KDL-52W4500		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711112	LJ97-01624B (LU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4500		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711212	LJ97-01625B (LL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4500		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711312	LJ97-01626B (RU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4500		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711412	LJ97-01627B (RL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4710		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711112	LJ97-01624B (LU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4710		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711212	LJ97-01625B (LL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4710		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711312	LJ97-01626B (RU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4710		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711412	LJ97-01627B (RL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4730		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711112	LJ97-01624B (LU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4730		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711212	LJ97-01625B (LL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4730		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711312	LJ97-01626B (RU)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-52W4730		EG1L_100Hz	180277611	LTY[Z]520HE06	S-LCD	185711412	LJ97-01627B (RL)	NA		A1557327A	BGE	A1558703A	G5	148077811	RM-ED011
FY08	All	KDL-40Z4500		EG1L_200Hz	180282311	LTY400HG01	S-LCD	185704612	LJ97-01577B	A1562060A	CT board 40	A1579116A	BGE	A1552097A	G6-SS	148089512	RM-ED012
FY08	All	KDL-46Z4500		EG1L_200Hz	180282211	LTY460HG01	S-LCD	185704711	LJ97-01578A	A1562061A	CT board 46	A1579116A	BGE	A1552099A	G6-S	148089512	RM-ED012
FY08	All	KDL-52Z4500		EG1L_200Hz	180282111	LTY520HH01	S-LCD	185711112	LJ97-01624B (LU)	NA		A1579116A	BGE	A1716839A	G6-MC	148089512	RM-ED012
FY08	All	KDL-52Z4500		EG1L_200Hz	180282111	LTY520HH01	S-LCD	185711212	LJ97-01625B (LL)	NA		A1579116A	BGE	A1716839A	G6-MC	148089512	RM-ED012
FY08	All	KDL-52Z4500		EG1L_200Hz	180282111	LTY520HH01	S-LCD	185711312	LJ97-01626B (RU)	NA		A1579116A	BGE	A1716839A	G6-MC	148089512	RM-ED012
FY08	All	KDL-52Z4500		EG1L_200Hz	180282111	LTY520HH01	S-LCD	185711412	LJ97-01627B (RL)	NA		A1579116A	BGE	A1716839A	G6-MC	148089512	RM-ED012
FY08	All	KDL-40L4000		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561861A	BE2	A1556720A	IP5	148079812	RM-ED014
FY08	All	KDL-40L4000		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561861A	BE2	A1556762A	IP5	148079812	RM-ED014
FY08	All	KDL-40S4000		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561861A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40S4000		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561861A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40S4010		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561861A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40S4010		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561861A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40U4000		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561861A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40U4000		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561861A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4000		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561860A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4000		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561860A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4210		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561860A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4210		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561860A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4220		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561860A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4220		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561860A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4230		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561860A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4230		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561860A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4240		EG1L_L	180265212	LTY[Z]400HA06	S-LCD	185704611	LJ97-01577A	185712911	LJ9402275E	A1561860A	BE2	A1548233A	IP5	148079811	RM-ED013
FY08	All	KDL-40V4240		EG1L_L	180279922	LTZ400HA07	S-LCD	185724911	LJ97-01616A	185723822	LJ9402441L	A1561860A	BE2	A1556762A	IP5	148079811	RM-ED013
FY08	All	KDL-46V4000		EG1L_L	180265014	LTY[Z]460HB08	S-LCD	185704711	LJ97-01578A	NA		A1561860A	BE2	A1548234B	IP5	148079811	RM-ED013
FY08	All	KDL-46V4000		EG1L_L	180279811	LTY460HB10	S-LCD	185726911	LJ97-01848A	NA		A1561860A	BE2	A1556763A	IP5	148079811	RM-ED013
FY08	All	KDL-46V4000		EG1L_L	180283011	LTZ460HB10	S-LCD	185726911	LJ97-01848A	NA		A1561860A	BE2	A1556763A	IP5	148079811	RM-ED013
FY08	All	KDL-46V4210		EG1L_L	180265014	LTY[Z]460HB08	S-LCD	185704711	LJ97-01578A	NA		A1561860A	BE2	A1548234B	IP5	148079811	RM-ED013
FY08	All	KDL-46V4210		EG1L_L	180279811	LTY460HB10	S-LCD	185726911	LJ97-01848A	NA		A1561860A	BE2	A1556763A	IP5	148079811	RM-ED013
FY08	All	KDL-46V4210		EG1L_L	180283011	LTZ460HB10	S-LCD	185726911	LJ97-01848A	NA		A1561860A	BE2	A1556763A	IP5	148079811	RM-ED013
FY08	All	KDL-52V4000		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185704811	LJ97-01572A (LU)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4000		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185704911	LJ97-01573A (LL)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4000		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185705011	LJ97-01574A (RU)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4000		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185705111	LJ97-01575A (RL)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4210		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185704811	LJ97-01572A (LU)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4210		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185704911	LJ97-01573A (LL)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4210		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185705011	LJ97-01574A (RU)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-52V4210		EG1L_L	180265112	LTY[Z]520HB10-002	S-LCD	185705111	LJ97-01575A (RL)	NA		A1561860A	BE2	A1545447A	G5	148079811	RM-ED013
FY08	All	KDL-40EX1		EG1W	A1633324A	P MOD 40M2 (UC)		NA		NA		A1701056A	B	148710911	Power unit	148708711	RMF-ED001W
FY08	All	KDL-40ZX1		EG1W	A1641385A	T400HW02-V0	AUO	NA		NA		A1629424A	B	A1566737A	GS1	148708721	RMF-ED001
FY08	All	KDL-46EX1		EG1W	A1700298A	P MOD 46M2 (UC)		NA		NA		A1701057A	B	148710911	Power unit	148708711	RMF-ED001W
FY08	All	KDL-52EX1		EG1W	180282911	LTY[Z]520HE09	S-LCD	185736011	LJ97-01843B (LU)	NA		A1701058A	B	148711111&148711011	GS5 & GS4	148708711	RMF-ED001W
FY08	All	KDL-52EX1		EG1W	180282911	LTY[Z]520HE09	S-LCD	185736111	LJ97-01844B (LL)	NA		A1701058A	B	148711111&148711011	GS5 & GS4	148708711	RMF-ED001W
FY08	All	KDL-52EX1		EG1W	180282911	LTY[Z]520HE09	S-LCD	185736211	LJ97-01845B (RU)	NA		A1701058A	B	148711111&148711011	GS5 & GS4	148708711	RMF-ED001W
FY08	All	KDL-52EX1		EG1W	180282911	LTY[Z]520HE09	S-LCD	185736311	LJ97-01846B (RR)	NA		A1701058A	B	148711111&148711011	GS5 & GS4	148708711	RMF-ED001W
FY08	All	KDL-19L4000		NEX	180270511	M190Z1-L01	CMO	NA		NA		185714371	B	185717211	PWB G	148090411	RM-ED014
FY08	All	KDL-26L4000		NEX	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		185714361	B	147409611	Power unit	148090411	RM-ED014
FY08	All	KDL-32L4000		NEX	180269915	LTY[Z]320AB01	S-LCD	185710911	LJ97-01564A	185712812	LJ9402362F	185714351	B	147409911	Power unit	148090411	RM-ED014
FY08	All	KDL-32L4000		NEX	180280211	LTY[Z]320AB02	S-LCD	185726711	LJ97-01867A	185712822	LJ9402362L		B	147409911	Power unit	148090411	RM-ED014
FY08	All	KDL-26S4000		SE2AG	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		A1599690A	BC1	A1526430A	GA2	148015811	RM-ED009
FY08	All	KDL-26S4010		SE2AG	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		A1599690A	BC1	A1526430A	GA2	148015811	RM-ED009
FY08	All	KDL-26U4000		SE2AG	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		A1599690A	BC1	A1526430A	GA2	148015811	RM-ED009
FY08	All	KDL-26V4000		SE2AG	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		A1599690A	BC1	A1526430A	GA2	148015811	RM-ED009
FY08	All	KDL-26V4220		SE2AG	180270611	LTA260AP01	Samsung	185718311	LJ97-01644A	NA		A1599690A	BC1	A1526430A	GA2	148015811	RM-ED009
